"URL","Page Family","Numerator","Denominator","Simplified Fraction","Decimal","Percent","Priority","Indexable","Canonical","Related Page"
"/what-is-equivalent-to-19-25-fraction","Equivalent Fractions","19","25","19/25","0.76","76%","A","true","/what-is-equivalent-to-19-25-fraction","/19-25-as-a-percent-and-decimal"
"/19-25-as-a-percent-and-decimal","Percent and Decimal","19","25","19/25","0.76","76%","A","true","/19-25-as-a-percent-and-decimal","/what-is-equivalent-to-19-25-fraction"
"/what-is-equivalent-to-21-25-fraction","Equivalent Fractions","21","25","21/25","0.84","84%","A","true","/what-is-equivalent-to-21-25-fraction","/21-25-as-a-percent-and-decimal"
"/21-25-as-a-percent-and-decimal","Percent and Decimal","21","25","21/25","0.84","84%","A","true","/21-25-as-a-percent-and-decimal","/what-is-equivalent-to-21-25-fraction"
"/what-is-equivalent-to-22-25-fraction","Equivalent Fractions","22","25","22/25","0.88","88%","A","true","/what-is-equivalent-to-22-25-fraction","/22-25-as-a-percent-and-decimal"
"/22-25-as-a-percent-and-decimal","Percent and Decimal","22","25","22/25","0.88","88%","A","true","/22-25-as-a-percent-and-decimal","/what-is-equivalent-to-22-25-fraction"
"/what-is-equivalent-to-23-25-fraction","Equivalent Fractions","23","25","23/25","0.92","92%","A","true","/what-is-equivalent-to-23-25-fraction","/23-25-as-a-percent-and-decimal"
"/23-25-as-a-percent-and-decimal","Percent and Decimal","23","25","23/25","0.92","92%","A","true","/23-25-as-a-percent-and-decimal","/what-is-equivalent-to-23-25-fraction"
"/what-is-equivalent-to-24-25-fraction","Equivalent Fractions","24","25","24/25","0.96","96%","A","true","/what-is-equivalent-to-24-25-fraction","/24-25-as-a-percent-and-decimal"
"/24-25-as-a-percent-and-decimal","Percent and Decimal","24","25","24/25","0.96","96%","A","true","/24-25-as-a-percent-and-decimal","/what-is-equivalent-to-24-25-fraction"
"/what-is-equivalent-to-26-25-fraction","Equivalent Fractions","26","25","26/25","1.04","104%","B","true","/what-is-equivalent-to-26-25-fraction","/26-25-as-a-percent-and-decimal"
"/26-25-as-a-percent-and-decimal","Percent and Decimal","26","25","26/25","1.04","104%","B","true","/26-25-as-a-percent-and-decimal","/what-is-equivalent-to-26-25-fraction"
"/what-is-equivalent-to-27-25-fraction","Equivalent Fractions","27","25","27/25","1.08","108%","B","true","/what-is-equivalent-to-27-25-fraction","/27-25-as-a-percent-and-decimal"
"/27-25-as-a-percent-and-decimal","Percent and Decimal","27","25","27/25","1.08","108%","B","true","/27-25-as-a-percent-and-decimal","/what-is-equivalent-to-27-25-fraction"
"/what-is-equivalent-to-28-25-fraction","Equivalent Fractions","28","25","28/25","1.12","112%","C","true","/what-is-equivalent-to-28-25-fraction","/28-25-as-a-percent-and-decimal"
"/28-25-as-a-percent-and-decimal","Percent and Decimal","28","25","28/25","1.12","112%","C","true","/28-25-as-a-percent-and-decimal","/what-is-equivalent-to-28-25-fraction"
"/what-is-equivalent-to-29-25-fraction","Equivalent Fractions","29","25","29/25","1.16","116%","C","true","/what-is-equivalent-to-29-25-fraction","/29-25-as-a-percent-and-decimal"
"/29-25-as-a-percent-and-decimal","Percent and Decimal","29","25","29/25","1.16","116%","C","true","/29-25-as-a-percent-and-decimal","/what-is-equivalent-to-29-25-fraction"
"/what-is-equivalent-to-31-25-fraction","Equivalent Fractions","31","25","31/25","1.24","124%","B","true","/what-is-equivalent-to-31-25-fraction","/31-25-as-a-percent-and-decimal"
"/31-25-as-a-percent-and-decimal","Percent and Decimal","31","25","31/25","1.24","124%","B","true","/31-25-as-a-percent-and-decimal","/what-is-equivalent-to-31-25-fraction"
"/what-is-equivalent-to-32-25-fraction","Equivalent Fractions","32","25","32/25","1.28","128%","B","true","/what-is-equivalent-to-32-25-fraction","/32-25-as-a-percent-and-decimal"
"/32-25-as-a-percent-and-decimal","Percent and Decimal","32","25","32/25","1.28","128%","B","true","/32-25-as-a-percent-and-decimal","/what-is-equivalent-to-32-25-fraction"
"/what-is-equivalent-to-33-25-fraction","Equivalent Fractions","33","25","33/25","1.32","132%","B","true","/what-is-equivalent-to-33-25-fraction","/33-25-as-a-percent-and-decimal"
"/33-25-as-a-percent-and-decimal","Percent and Decimal","33","25","33/25","1.32","132%","B","true","/33-25-as-a-percent-and-decimal","/what-is-equivalent-to-33-25-fraction"
"/what-is-equivalent-to-34-25-fraction","Equivalent Fractions","34","25","34/25","1.36","136%","B","true","/what-is-equivalent-to-34-25-fraction","/34-25-as-a-percent-and-decimal"
"/34-25-as-a-percent-and-decimal","Percent and Decimal","34","25","34/25","1.36","136%","B","true","/34-25-as-a-percent-and-decimal","/what-is-equivalent-to-34-25-fraction"
"/what-is-equivalent-to-36-25-fraction","Equivalent Fractions","36","25","36/25","1.44","144%","B","true","/what-is-equivalent-to-36-25-fraction","/36-25-as-a-percent-and-decimal"
"/36-25-as-a-percent-and-decimal","Percent and Decimal","36","25","36/25","1.44","144%","B","true","/36-25-as-a-percent-and-decimal","/what-is-equivalent-to-36-25-fraction"
"/what-is-equivalent-to-37-25-fraction","Equivalent Fractions","37","25","37/25","1.48","148%","B","true","/what-is-equivalent-to-37-25-fraction","/37-25-as-a-percent-and-decimal"
"/37-25-as-a-percent-and-decimal","Percent and Decimal","37","25","37/25","1.48","148%","B","true","/37-25-as-a-percent-and-decimal","/what-is-equivalent-to-37-25-fraction"
"/what-is-equivalent-to-38-25-fraction","Equivalent Fractions","38","25","38/25","1.52","152%","B","true","/what-is-equivalent-to-38-25-fraction","/38-25-as-a-percent-and-decimal"
"/38-25-as-a-percent-and-decimal","Percent and Decimal","38","25","38/25","1.52","152%","B","true","/38-25-as-a-percent-and-decimal","/what-is-equivalent-to-38-25-fraction"
"/what-is-equivalent-to-39-25-fraction","Equivalent Fractions","39","25","39/25","1.56","156%","B","true","/what-is-equivalent-to-39-25-fraction","/39-25-as-a-percent-and-decimal"
"/39-25-as-a-percent-and-decimal","Percent and Decimal","39","25","39/25","1.56","156%","B","true","/39-25-as-a-percent-and-decimal","/what-is-equivalent-to-39-25-fraction"
"/what-is-equivalent-to-41-25-fraction","Equivalent Fractions","41","25","41/25","1.64","164%","B","true","/what-is-equivalent-to-41-25-fraction","/41-25-as-a-percent-and-decimal"
"/41-25-as-a-percent-and-decimal","Percent and Decimal","41","25","41/25","1.64","164%","B","true","/41-25-as-a-percent-and-decimal","/what-is-equivalent-to-41-25-fraction"
"/what-is-equivalent-to-42-25-fraction","Equivalent Fractions","42","25","42/25","1.68","168%","B","true","/what-is-equivalent-to-42-25-fraction","/42-25-as-a-percent-and-decimal"
"/42-25-as-a-percent-and-decimal","Percent and Decimal","42","25","42/25","1.68","168%","B","true","/42-25-as-a-percent-and-decimal","/what-is-equivalent-to-42-25-fraction"
"/what-is-equivalent-to-43-25-fraction","Equivalent Fractions","43","25","43/25","1.72","172%","B","true","/what-is-equivalent-to-43-25-fraction","/43-25-as-a-percent-and-decimal"
"/43-25-as-a-percent-and-decimal","Percent and Decimal","43","25","43/25","1.72","172%","B","true","/43-25-as-a-percent-and-decimal","/what-is-equivalent-to-43-25-fraction"
"/what-is-equivalent-to-44-25-fraction","Equivalent Fractions","44","25","44/25","1.76","176%","B","true","/what-is-equivalent-to-44-25-fraction","/44-25-as-a-percent-and-decimal"
"/44-25-as-a-percent-and-decimal","Percent and Decimal","44","25","44/25","1.76","176%","B","true","/44-25-as-a-percent-and-decimal","/what-is-equivalent-to-44-25-fraction"
"/what-is-equivalent-to-46-25-fraction","Equivalent Fractions","46","25","46/25","1.84","184%","B","true","/what-is-equivalent-to-46-25-fraction","/46-25-as-a-percent-and-decimal"
"/46-25-as-a-percent-and-decimal","Percent and Decimal","46","25","46/25","1.84","184%","B","true","/46-25-as-a-percent-and-decimal","/what-is-equivalent-to-46-25-fraction"
"/what-is-equivalent-to-47-25-fraction","Equivalent Fractions","47","25","47/25","1.88","188%","B","true","/what-is-equivalent-to-47-25-fraction","/47-25-as-a-percent-and-decimal"
"/47-25-as-a-percent-and-decimal","Percent and Decimal","47","25","47/25","1.88","188%","B","true","/47-25-as-a-percent-and-decimal","/what-is-equivalent-to-47-25-fraction"
"/what-is-equivalent-to-48-25-fraction","Equivalent Fractions","48","25","48/25","1.92","192%","B","true","/what-is-equivalent-to-48-25-fraction","/48-25-as-a-percent-and-decimal"
"/48-25-as-a-percent-and-decimal","Percent and Decimal","48","25","48/25","1.92","192%","B","true","/48-25-as-a-percent-and-decimal","/what-is-equivalent-to-48-25-fraction"
"/what-is-equivalent-to-49-25-fraction","Equivalent Fractions","49","25","49/25","1.96","196%","B","true","/what-is-equivalent-to-49-25-fraction","/49-25-as-a-percent-and-decimal"
"/49-25-as-a-percent-and-decimal","Percent and Decimal","49","25","49/25","1.96","196%","B","true","/49-25-as-a-percent-and-decimal","/what-is-equivalent-to-49-25-fraction"
"/what-is-equivalent-to-1-26-fraction","Equivalent Fractions","1","26","1/26","0.0384615384615","3.84615384615%","C","true","/what-is-equivalent-to-1-26-fraction","/1-26-as-a-percent-and-decimal"
"/1-26-as-a-percent-and-decimal","Percent and Decimal","1","26","1/26","0.0384615384615","3.84615384615%","C","true","/1-26-as-a-percent-and-decimal","/what-is-equivalent-to-1-26-fraction"
"/what-is-equivalent-to-2-26-fraction","Equivalent Fractions","2","26","1/13","0.0769230769231","7.69230769231%","C","true","/what-is-equivalent-to-2-26-fraction","/2-26-as-a-percent-and-decimal"
"/2-26-as-a-percent-and-decimal","Percent and Decimal","2","26","1/13","0.0769230769231","7.69230769231%","C","true","/2-26-as-a-percent-and-decimal","/what-is-equivalent-to-2-26-fraction"
"/what-is-equivalent-to-3-26-fraction","Equivalent Fractions","3","26","3/26","0.115384615385","11.5384615385%","C","true","/what-is-equivalent-to-3-26-fraction","/3-26-as-a-percent-and-decimal"
"/3-26-as-a-percent-and-decimal","Percent and Decimal","3","26","3/26","0.115384615385","11.5384615385%","C","true","/3-26-as-a-percent-and-decimal","/what-is-equivalent-to-3-26-fraction"
"/what-is-equivalent-to-4-26-fraction","Equivalent Fractions","4","26","2/13","0.153846153846","15.3846153846%","C","true","/what-is-equivalent-to-4-26-fraction","/4-26-as-a-percent-and-decimal"
"/4-26-as-a-percent-and-decimal","Percent and Decimal","4","26","2/13","0.153846153846","15.3846153846%","C","true","/4-26-as-a-percent-and-decimal","/what-is-equivalent-to-4-26-fraction"
"/what-is-equivalent-to-5-26-fraction","Equivalent Fractions","5","26","5/26","0.192307692308","19.2307692308%","C","true","/what-is-equivalent-to-5-26-fraction","/5-26-as-a-percent-and-decimal"
"/5-26-as-a-percent-and-decimal","Percent and Decimal","5","26","5/26","0.192307692308","19.2307692308%","C","true","/5-26-as-a-percent-and-decimal","/what-is-equivalent-to-5-26-fraction"
"/what-is-equivalent-to-6-26-fraction","Equivalent Fractions","6","26","3/13","0.230769230769","23.0769230769%","C","true","/what-is-equivalent-to-6-26-fraction","/6-26-as-a-percent-and-decimal"
"/6-26-as-a-percent-and-decimal","Percent and Decimal","6","26","3/13","0.230769230769","23.0769230769%","C","true","/6-26-as-a-percent-and-decimal","/what-is-equivalent-to-6-26-fraction"
"/what-is-equivalent-to-7-26-fraction","Equivalent Fractions","7","26","7/26","0.269230769231","26.9230769231%","C","true","/what-is-equivalent-to-7-26-fraction","/7-26-as-a-percent-and-decimal"
"/7-26-as-a-percent-and-decimal","Percent and Decimal","7","26","7/26","0.269230769231","26.9230769231%","C","true","/7-26-as-a-percent-and-decimal","/what-is-equivalent-to-7-26-fraction"
"/what-is-equivalent-to-8-26-fraction","Equivalent Fractions","8","26","4/13","0.307692307692","30.7692307692%","C","true","/what-is-equivalent-to-8-26-fraction","/8-26-as-a-percent-and-decimal"
"/8-26-as-a-percent-and-decimal","Percent and Decimal","8","26","4/13","0.307692307692","30.7692307692%","C","true","/8-26-as-a-percent-and-decimal","/what-is-equivalent-to-8-26-fraction"
"/what-is-equivalent-to-9-26-fraction","Equivalent Fractions","9","26","9/26","0.346153846154","34.6153846154%","C","true","/what-is-equivalent-to-9-26-fraction","/9-26-as-a-percent-and-decimal"
"/9-26-as-a-percent-and-decimal","Percent and Decimal","9","26","9/26","0.346153846154","34.6153846154%","C","true","/9-26-as-a-percent-and-decimal","/what-is-equivalent-to-9-26-fraction"
"/what-is-equivalent-to-10-26-fraction","Equivalent Fractions","10","26","5/13","0.384615384615","38.4615384615%","C","true","/what-is-equivalent-to-10-26-fraction","/10-26-as-a-percent-and-decimal"
"/10-26-as-a-percent-and-decimal","Percent and Decimal","10","26","5/13","0.384615384615","38.4615384615%","C","true","/10-26-as-a-percent-and-decimal","/what-is-equivalent-to-10-26-fraction"
"/what-is-equivalent-to-11-26-fraction","Equivalent Fractions","11","26","11/26","0.423076923077","42.3076923077%","C","true","/what-is-equivalent-to-11-26-fraction","/11-26-as-a-percent-and-decimal"
"/11-26-as-a-percent-and-decimal","Percent and Decimal","11","26","11/26","0.423076923077","42.3076923077%","C","true","/11-26-as-a-percent-and-decimal","/what-is-equivalent-to-11-26-fraction"
"/what-is-equivalent-to-12-26-fraction","Equivalent Fractions","12","26","6/13","0.461538461538","46.1538461538%","C","true","/what-is-equivalent-to-12-26-fraction","/12-26-as-a-percent-and-decimal"
"/12-26-as-a-percent-and-decimal","Percent and Decimal","12","26","6/13","0.461538461538","46.1538461538%","C","true","/12-26-as-a-percent-and-decimal","/what-is-equivalent-to-12-26-fraction"
"/what-is-equivalent-to-1-27-fraction","Equivalent Fractions","1","27","1/27","0.037037037037","3.7037037037%","C","true","/what-is-equivalent-to-1-27-fraction","/1-27-as-a-percent-and-decimal"
"/1-27-as-a-percent-and-decimal","Percent and Decimal","1","27","1/27","0.037037037037","3.7037037037%","C","true","/1-27-as-a-percent-and-decimal","/what-is-equivalent-to-1-27-fraction"
"/what-is-equivalent-to-2-27-fraction","Equivalent Fractions","2","27","2/27","0.0740740740741","7.40740740741%","C","true","/what-is-equivalent-to-2-27-fraction","/2-27-as-a-percent-and-decimal"
"/2-27-as-a-percent-and-decimal","Percent and Decimal","2","27","2/27","0.0740740740741","7.40740740741%","C","true","/2-27-as-a-percent-and-decimal","/what-is-equivalent-to-2-27-fraction"
"/what-is-equivalent-to-3-27-fraction","Equivalent Fractions","3","27","1/9","0.111111111111","11.1111111111%","C","true","/what-is-equivalent-to-3-27-fraction","/3-27-as-a-percent-and-decimal"
"/3-27-as-a-percent-and-decimal","Percent and Decimal","3","27","1/9","0.111111111111","11.1111111111%","C","true","/3-27-as-a-percent-and-decimal","/what-is-equivalent-to-3-27-fraction"
"/what-is-equivalent-to-4-27-fraction","Equivalent Fractions","4","27","4/27","0.148148148148","14.8148148148%","C","true","/what-is-equivalent-to-4-27-fraction","/4-27-as-a-percent-and-decimal"
"/4-27-as-a-percent-and-decimal","Percent and Decimal","4","27","4/27","0.148148148148","14.8148148148%","C","true","/4-27-as-a-percent-and-decimal","/what-is-equivalent-to-4-27-fraction"
"/what-is-equivalent-to-5-27-fraction","Equivalent Fractions","5","27","5/27","0.185185185185","18.5185185185%","C","true","/what-is-equivalent-to-5-27-fraction","/5-27-as-a-percent-and-decimal"
"/5-27-as-a-percent-and-decimal","Percent and Decimal","5","27","5/27","0.185185185185","18.5185185185%","C","true","/5-27-as-a-percent-and-decimal","/what-is-equivalent-to-5-27-fraction"
"/what-is-equivalent-to-6-27-fraction","Equivalent Fractions","6","27","2/9","0.222222222222","22.2222222222%","C","true","/what-is-equivalent-to-6-27-fraction","/6-27-as-a-percent-and-decimal"
"/6-27-as-a-percent-and-decimal","Percent and Decimal","6","27","2/9","0.222222222222","22.2222222222%","C","true","/6-27-as-a-percent-and-decimal","/what-is-equivalent-to-6-27-fraction"
"/what-is-equivalent-to-7-27-fraction","Equivalent Fractions","7","27","7/27","0.259259259259","25.9259259259%","C","true","/what-is-equivalent-to-7-27-fraction","/7-27-as-a-percent-and-decimal"
"/7-27-as-a-percent-and-decimal","Percent and Decimal","7","27","7/27","0.259259259259","25.9259259259%","C","true","/7-27-as-a-percent-and-decimal","/what-is-equivalent-to-7-27-fraction"
"/what-is-equivalent-to-8-27-fraction","Equivalent Fractions","8","27","8/27","0.296296296296","29.6296296296%","C","true","/what-is-equivalent-to-8-27-fraction","/8-27-as-a-percent-and-decimal"
"/8-27-as-a-percent-and-decimal","Percent and Decimal","8","27","8/27","0.296296296296","29.6296296296%","C","true","/8-27-as-a-percent-and-decimal","/what-is-equivalent-to-8-27-fraction"
"/what-is-equivalent-to-10-27-fraction","Equivalent Fractions","10","27","10/27","0.37037037037","37.037037037%","C","true","/what-is-equivalent-to-10-27-fraction","/10-27-as-a-percent-and-decimal"
"/10-27-as-a-percent-and-decimal","Percent and Decimal","10","27","10/27","0.37037037037","37.037037037%","C","true","/10-27-as-a-percent-and-decimal","/what-is-equivalent-to-10-27-fraction"
"/what-is-equivalent-to-11-27-fraction","Equivalent Fractions","11","27","11/27","0.407407407407","40.7407407407%","C","true","/what-is-equivalent-to-11-27-fraction","/11-27-as-a-percent-and-decimal"
"/11-27-as-a-percent-and-decimal","Percent and Decimal","11","27","11/27","0.407407407407","40.7407407407%","C","true","/11-27-as-a-percent-and-decimal","/what-is-equivalent-to-11-27-fraction"
"/what-is-equivalent-to-12-27-fraction","Equivalent Fractions","12","27","4/9","0.444444444444","44.4444444444%","C","true","/what-is-equivalent-to-12-27-fraction","/12-27-as-a-percent-and-decimal"
"/12-27-as-a-percent-and-decimal","Percent and Decimal","12","27","4/9","0.444444444444","44.4444444444%","C","true","/12-27-as-a-percent-and-decimal","/what-is-equivalent-to-12-27-fraction"
"/what-is-equivalent-to-1-28-fraction","Equivalent Fractions","1","28","1/28","0.0357142857143","3.57142857143%","C","true","/what-is-equivalent-to-1-28-fraction","/1-28-as-a-percent-and-decimal"
"/1-28-as-a-percent-and-decimal","Percent and Decimal","1","28","1/28","0.0357142857143","3.57142857143%","C","true","/1-28-as-a-percent-and-decimal","/what-is-equivalent-to-1-28-fraction"
"/what-is-equivalent-to-2-28-fraction","Equivalent Fractions","2","28","1/14","0.0714285714286","7.14285714286%","C","true","/what-is-equivalent-to-2-28-fraction","/2-28-as-a-percent-and-decimal"
"/2-28-as-a-percent-and-decimal","Percent and Decimal","2","28","1/14","0.0714285714286","7.14285714286%","C","true","/2-28-as-a-percent-and-decimal","/what-is-equivalent-to-2-28-fraction"
"/what-is-equivalent-to-3-28-fraction","Equivalent Fractions","3","28","3/28","0.107142857143","10.7142857143%","C","true","/what-is-equivalent-to-3-28-fraction","/3-28-as-a-percent-and-decimal"
"/3-28-as-a-percent-and-decimal","Percent and Decimal","3","28","3/28","0.107142857143","10.7142857143%","C","true","/3-28-as-a-percent-and-decimal","/what-is-equivalent-to-3-28-fraction"
"/what-is-equivalent-to-5-28-fraction","Equivalent Fractions","5","28","5/28","0.178571428571","17.8571428571%","C","true","/what-is-equivalent-to-5-28-fraction","/5-28-as-a-percent-and-decimal"
"/5-28-as-a-percent-and-decimal","Percent and Decimal","5","28","5/28","0.178571428571","17.8571428571%","C","true","/5-28-as-a-percent-and-decimal","/what-is-equivalent-to-5-28-fraction"
"/what-is-equivalent-to-6-28-fraction","Equivalent Fractions","6","28","3/14","0.214285714286","21.4285714286%","C","true","/what-is-equivalent-to-6-28-fraction","/6-28-as-a-percent-and-decimal"
"/6-28-as-a-percent-and-decimal","Percent and Decimal","6","28","3/14","0.214285714286","21.4285714286%","C","true","/6-28-as-a-percent-and-decimal","/what-is-equivalent-to-6-28-fraction"
"/what-is-equivalent-to-9-28-fraction","Equivalent Fractions","9","28","9/28","0.321428571429","32.1428571429%","C","true","/what-is-equivalent-to-9-28-fraction","/9-28-as-a-percent-and-decimal"
"/9-28-as-a-percent-and-decimal","Percent and Decimal","9","28","9/28","0.321428571429","32.1428571429%","C","true","/9-28-as-a-percent-and-decimal","/what-is-equivalent-to-9-28-fraction"
"/what-is-equivalent-to-10-28-fraction","Equivalent Fractions","10","28","5/14","0.357142857143","35.7142857143%","C","true","/what-is-equivalent-to-10-28-fraction","/10-28-as-a-percent-and-decimal"
"/10-28-as-a-percent-and-decimal","Percent and Decimal","10","28","5/14","0.357142857143","35.7142857143%","C","true","/10-28-as-a-percent-and-decimal","/what-is-equivalent-to-10-28-fraction"
"/what-is-equivalent-to-11-28-fraction","Equivalent Fractions","11","28","11/28","0.392857142857","39.2857142857%","C","true","/what-is-equivalent-to-11-28-fraction","/11-28-as-a-percent-and-decimal"
"/11-28-as-a-percent-and-decimal","Percent and Decimal","11","28","11/28","0.392857142857","39.2857142857%","C","true","/11-28-as-a-percent-and-decimal","/what-is-equivalent-to-11-28-fraction"
"/what-is-equivalent-to-1-29-fraction","Equivalent Fractions","1","29","1/29","0.0344827586207","3.44827586207%","C","true","/what-is-equivalent-to-1-29-fraction","/1-29-as-a-percent-and-decimal"
"/1-29-as-a-percent-and-decimal","Percent and Decimal","1","29","1/29","0.0344827586207","3.44827586207%","C","true","/1-29-as-a-percent-and-decimal","/what-is-equivalent-to-1-29-fraction"
"/what-is-equivalent-to-2-29-fraction","Equivalent Fractions","2","29","2/29","0.0689655172414","6.89655172414%","C","true","/what-is-equivalent-to-2-29-fraction","/2-29-as-a-percent-and-decimal"
"/2-29-as-a-percent-and-decimal","Percent and Decimal","2","29","2/29","0.0689655172414","6.89655172414%","C","true","/2-29-as-a-percent-and-decimal","/what-is-equivalent-to-2-29-fraction"
"/what-is-equivalent-to-3-29-fraction","Equivalent Fractions","3","29","3/29","0.103448275862","10.3448275862%","C","true","/what-is-equivalent-to-3-29-fraction","/3-29-as-a-percent-and-decimal"
"/3-29-as-a-percent-and-decimal","Percent and Decimal","3","29","3/29","0.103448275862","10.3448275862%","C","true","/3-29-as-a-percent-and-decimal","/what-is-equivalent-to-3-29-fraction"
"/what-is-equivalent-to-4-29-fraction","Equivalent Fractions","4","29","4/29","0.137931034483","13.7931034483%","C","true","/what-is-equivalent-to-4-29-fraction","/4-29-as-a-percent-and-decimal"
"/4-29-as-a-percent-and-decimal","Percent and Decimal","4","29","4/29","0.137931034483","13.7931034483%","C","true","/4-29-as-a-percent-and-decimal","/what-is-equivalent-to-4-29-fraction"
"/what-is-equivalent-to-5-29-fraction","Equivalent Fractions","5","29","5/29","0.172413793103","17.2413793103%","C","true","/what-is-equivalent-to-5-29-fraction","/5-29-as-a-percent-and-decimal"
"/5-29-as-a-percent-and-decimal","Percent and Decimal","5","29","5/29","0.172413793103","17.2413793103%","C","true","/5-29-as-a-percent-and-decimal","/what-is-equivalent-to-5-29-fraction"
"/what-is-equivalent-to-6-29-fraction","Equivalent Fractions","6","29","6/29","0.206896551724","20.6896551724%","C","true","/what-is-equivalent-to-6-29-fraction","/6-29-as-a-percent-and-decimal"
"/6-29-as-a-percent-and-decimal","Percent and Decimal","6","29","6/29","0.206896551724","20.6896551724%","C","true","/6-29-as-a-percent-and-decimal","/what-is-equivalent-to-6-29-fraction"
"/what-is-equivalent-to-7-29-fraction","Equivalent Fractions","7","29","7/29","0.241379310345","24.1379310345%","C","true","/what-is-equivalent-to-7-29-fraction","/7-29-as-a-percent-and-decimal"
"/7-29-as-a-percent-and-decimal","Percent and Decimal","7","29","7/29","0.241379310345","24.1379310345%","C","true","/7-29-as-a-percent-and-decimal","/what-is-equivalent-to-7-29-fraction"
"/what-is-equivalent-to-8-29-fraction","Equivalent Fractions","8","29","8/29","0.275862068966","27.5862068966%","C","true","/what-is-equivalent-to-8-29-fraction","/8-29-as-a-percent-and-decimal"
"/8-29-as-a-percent-and-decimal","Percent and Decimal","8","29","8/29","0.275862068966","27.5862068966%","C","true","/8-29-as-a-percent-and-decimal","/what-is-equivalent-to-8-29-fraction"
"/what-is-equivalent-to-9-29-fraction","Equivalent Fractions","9","29","9/29","0.310344827586","31.0344827586%","C","true","/what-is-equivalent-to-9-29-fraction","/9-29-as-a-percent-and-decimal"
"/9-29-as-a-percent-and-decimal","Percent and Decimal","9","29","9/29","0.310344827586","31.0344827586%","C","true","/9-29-as-a-percent-and-decimal","/what-is-equivalent-to-9-29-fraction"
"/what-is-equivalent-to-10-29-fraction","Equivalent Fractions","10","29","10/29","0.344827586207","34.4827586207%","C","true","/what-is-equivalent-to-10-29-fraction","/10-29-as-a-percent-and-decimal"
"/10-29-as-a-percent-and-decimal","Percent and Decimal","10","29","10/29","0.344827586207","34.4827586207%","C","true","/10-29-as-a-percent-and-decimal","/what-is-equivalent-to-10-29-fraction"
"/what-is-equivalent-to-11-29-fraction","Equivalent Fractions","11","29","11/29","0.379310344828","37.9310344828%","C","true","/what-is-equivalent-to-11-29-fraction","/11-29-as-a-percent-and-decimal"
"/11-29-as-a-percent-and-decimal","Percent and Decimal","11","29","11/29","0.379310344828","37.9310344828%","C","true","/11-29-as-a-percent-and-decimal","/what-is-equivalent-to-11-29-fraction"
"/what-is-equivalent-to-12-29-fraction","Equivalent Fractions","12","29","12/29","0.413793103448","41.3793103448%","C","true","/what-is-equivalent-to-12-29-fraction","/12-29-as-a-percent-and-decimal"
"/12-29-as-a-percent-and-decimal","Percent and Decimal","12","29","12/29","0.413793103448","41.3793103448%","C","true","/12-29-as-a-percent-and-decimal","/what-is-equivalent-to-12-29-fraction"
"/what-is-equivalent-to-1-30-fraction","Equivalent Fractions","1","30","1/30","0.0333333333333","3.33333333333%","B","true","/what-is-equivalent-to-1-30-fraction","/1-30-as-a-percent-and-decimal"
"/1-30-as-a-percent-and-decimal","Percent and Decimal","1","30","1/30","0.0333333333333","3.33333333333%","B","true","/1-30-as-a-percent-and-decimal","/what-is-equivalent-to-1-30-fraction"
"/what-is-equivalent-to-2-30-fraction","Equivalent Fractions","2","30","1/15","0.0666666666667","6.66666666667%","C","true","/what-is-equivalent-to-2-30-fraction","/2-30-as-a-percent-and-decimal"
"/2-30-as-a-percent-and-decimal","Percent and Decimal","2","30","1/15","0.0666666666667","6.66666666667%","C","true","/2-30-as-a-percent-and-decimal","/what-is-equivalent-to-2-30-fraction"
"/what-is-equivalent-to-4-30-fraction","Equivalent Fractions","4","30","2/15","0.133333333333","13.3333333333%","C","true","/what-is-equivalent-to-4-30-fraction","/4-30-as-a-percent-and-decimal"
"/4-30-as-a-percent-and-decimal","Percent and Decimal","4","30","2/15","0.133333333333","13.3333333333%","C","true","/4-30-as-a-percent-and-decimal","/what-is-equivalent-to-4-30-fraction"
"/what-is-equivalent-to-7-30-fraction","Equivalent Fractions","7","30","7/30","0.233333333333","23.3333333333%","C","true","/what-is-equivalent-to-7-30-fraction","/7-30-as-a-percent-and-decimal"
"/7-30-as-a-percent-and-decimal","Percent and Decimal","7","30","7/30","0.233333333333","23.3333333333%","C","true","/7-30-as-a-percent-and-decimal","/what-is-equivalent-to-7-30-fraction"
"/what-is-equivalent-to-8-30-fraction","Equivalent Fractions","8","30","4/15","0.266666666667","26.6666666667%","C","true","/what-is-equivalent-to-8-30-fraction","/8-30-as-a-percent-and-decimal"
"/8-30-as-a-percent-and-decimal","Percent and Decimal","8","30","4/15","0.266666666667","26.6666666667%","C","true","/8-30-as-a-percent-and-decimal","/what-is-equivalent-to-8-30-fraction"
"/what-is-equivalent-to-11-30-fraction","Equivalent Fractions","11","30","11/30","0.366666666667","36.6666666667%","C","true","/what-is-equivalent-to-11-30-fraction","/11-30-as-a-percent-and-decimal"
"/11-30-as-a-percent-and-decimal","Percent and Decimal","11","30","11/30","0.366666666667","36.6666666667%","C","true","/11-30-as-a-percent-and-decimal","/what-is-equivalent-to-11-30-fraction"
"/what-is-equivalent-to-13-30-fraction","Equivalent Fractions","13","30","13/30","0.433333333333","43.3333333333%","C","true","/what-is-equivalent-to-13-30-fraction","/13-30-as-a-percent-and-decimal"
"/13-30-as-a-percent-and-decimal","Percent and Decimal","13","30","13/30","0.433333333333","43.3333333333%","C","true","/13-30-as-a-percent-and-decimal","/what-is-equivalent-to-13-30-fraction"
